InvoiceNo,CustomerID,StockCode,Quantity,UnitPrice,InvoiceDate
119623,10197,G700,10,5.4,2023-10-11
858470,10118,D400,3,6.82,2023-03-24
491670,10186,F600,16,76.18,2023-12-01
446717,10039,D400,11,78.94,2023-01-31
589415,10094,C300,10,24.11,2023-09-29
293075,10076,D400,8,39.71,2023-04-03
134540,10023,E500,15,33.51,2023-02-28
992015,10159,C300,9,106.27,2023-09-22
126734,10085,C300,18,61.88,2023-10-17
777044,10025,E500,19,68.74,2023-10-06
565590,10202,F600,7,99.16,2023-04-20
689214,10229,B200,6,121.59,2023-10-04
670387,10196,A100,10,57.72,2023-08-23
366907,10059,E500,18,4.4,2023-03-05
800270,10219,E500,15,85.13,2023-01-11
909195,10187,B200,2,86.08,2023-01-04
629036,10048,F600,10,22.49,2023-02-22
178249,10093,D400,1,122.3,2023-08-14
927585,10009,A100,7,30.42,2023-05-06
532184,10000,G700,6,147.34,2023-08-26
319730,10036,A100,15,37.81,2023-01-23
971535,10133,F600,9,82.5,2023-07-06
908596,10224,D400,17,47.06,2023-12-15
817176,10061,B200,15,145.5,2023-03-12
714101,10236,D400,9,4.91,2023-05-23
589536,10011,G700,16,51.57,2023-06-05
105636,10093,G700,1,141.8,2023-01-30
659650,10078,A100,17,62.75,2023-05-06
956874,10158,E500,16,41.97,2023-08-20
596232,10078,E500,1,33.25,2023-01-11
979854,10236,G700,8,65.74,2023-05-30
708811,10189,G700,12,64.35,2023-08-12
219392,10207,A100,5,147.21,2023-05-31
829520,10129,D400,7,107.08,2023-06-17
382803,10212,A100,3,102.23,2023-11-17
257753,10207,C300,18,133.7,2023-03-09
981506,10043,D400,17,108.49,2023-02-27
802164,10195,F600,6,3.16,2023-06-27
824291,10249,F600,7,90.7,2023-01-08
624156,10065,B200,6,99.48,2023-06-02
821818,10046,A100,17,142.46,2023-04-10
792148,10162,A100,19,45.02,2023-09-07
169122,10225,F600,2,52.29,2023-07-05
860109,10194,E500,8,44.01,2023-11-17
350195,10230,C300,5,12.87,2023-05-09
403602,10036,E500,4,118.47,2023-01-15
647337,10145,A100,4,82.07,2023-03-03
334565,10102,G700,18,55.07,2023-11-17
839180,10172,C300,5,91.29,2023-07-12
352764,10236,D400,19,91.95,2023-02-16
536606,10121,C300,19,34.3,2023-02-02
766514,10048,E500,4,17.29,2023-12-09
867166,10227,D400,9,73.33,2023-11-09
516880,10175,G700,4,2.39,2023-03-22
721195,10076,F600,13,107.31,2023-11-16
730421,10068,F600,17,145.33,2023-04-07
484073,10033,F600,15,38.21,2023-12-06
275405,10191,F600,7,104.06,2023-03-01
207357,10211,F600,9,139.71,2023-03-18
727234,10160,C300,10,122.98,2023-06-05
906388,10017,D400,3,37.82,2023-09-10
842452,10042,C300,14,135.11,2023-10-16
556887,10000,F600,11,140.86,2023-01-04
306251,10144,B200,13,59.67,2023-04-04
173313,10097,G700,17,95.2,2023-08-30
707847,10023,F600,7,88.22,2023-10-17
585443,10004,C300,6,25.6,2023-01-07
494966,10141,D400,14,26.39,2023-07-19
477082,10046,C300,13,57.87,2023-06-03
166668,10099,F600,1,126.58,2023-01-11
299298,10018,E500,4,86.61,2023-07-03
629992,10151,A100,10,53.55,2023-02-20
701648,10090,E500,8,143.11,2023-02-27
821827,10069,D400,12,18.14,2023-03-14
596440,10102,D400,16,147.46,2023-05-29
728474,10239,E500,19,31.38,2023-12-31
488215,10187,D400,14,129.9,2023-03-14
802974,10011,C300,11,30.72,2023-12-05
880316,10241,G700,16,144.14,2023-05-24
359427,10202,F600,19,30.88,2023-04-11
816438,10205,A100,13,57.5,2023-08-17
717693,10000,A100,3,99.74,2023-12-07
520963,10061,C300,3,83.0,2023-01-14
977751,10079,B200,4,68.71,2023-05-30
645735,10094,G700,18,43.01,2023-07-28
131348,10067,F600,17,126.48,2023-03-26
129301,10102,E500,9,116.45,2023-08-20
139986,10154,D400,6,69.23,2023-07-07
618490,10210,B200,2,130.58,2023-11-18
476188,10072,A100,6,84.41,2023-10-27
689738,10186,A100,13,56.14,2023-09-01
988900,10138,A100,13,28.53,2023-05-08
361445,10124,A100,9,140.62,2023-11-20
575828,10169,F600,19,136.82,2023-01-30
166150,10145,B200,18,72.7,2023-01-14
873422,10136,G700,3,52.22,2023-01-14
870663,10013,D400,2,63.34,2023-10-01
279689,10123,B200,8,134.42,2023-03-20
946490,10067,C300,12,110.73,2023-09-05
212564,10188,F600,10,13.2,2023-05-11
589570,10175,C300,13,86.34,2023-08-09
710490,10180,G700,18,8.51,2023-12-05
445578,10226,E500,1,11.12,2023-01-05
786126,10082,D400,19,47.61,2023-03-07
554351,10147,D400,9,106.52,2023-04-26
333540,10048,G700,14,90.63,2023-11-15
531544,10175,A100,14,26.55,2023-01-05
238454,10172,F600,16,129.86,2023-05-06
355095,10085,E500,5,144.67,2023-07-11
993388,10060,C300,9,84.96,2023-07-13
842820,10155,G700,13,128.92,2023-04-22
263052,10153,C300,5,113.37,2023-10-18
767505,10086,G700,10,9.38,2023-10-10
714673,10061,G700,8,76.6,2023-06-13
139353,10011,F600,16,111.43,2023-05-29
555982,10129,F600,6,52.77,2023-01-19
138090,10229,F600,15,56.25,2023-04-25
706177,10091,B200,4,105.44,2023-04-03
253466,10120,F600,19,142.96,2023-12-14
309755,10180,A100,17,94.79,2023-07-12
274750,10249,A100,10,118.63,2023-11-25
106968,10021,F600,7,63.73,2023-10-17
816284,10219,D400,18,83.99,2023-05-11
760799,10085,E500,7,90.54,2023-06-25
655462,10087,A100,6,112.26,2023-06-16
490530,10182,C300,10,69.12,2023-04-05
591072,10129,D400,10,73.85,2023-02-05
960346,10160,F600,6,139.07,2023-06-28
562785,10193,E500,19,132.65,2023-04-04
334386,10050,D400,19,29.28,2023-09-15
636667,10051,B200,7,140.33,2023-03-06
104136,10020,B200,13,40.99,2023-06-06
331226,10236,B200,7,101.82,2023-08-03
743907,10207,E500,4,6.68,2023-11-04
950478,10039,G700,5,70.05,2023-01-06
492136,10206,G700,8,86.76,2023-12-15
679802,10007,C300,16,49.59,2023-08-19
340617,10040,B200,14,100.54,2023-11-06
549764,10049,E500,2,24.27,2023-03-03
985259,10215,F600,19,105.84,2023-09-02
173591,10140,G700,14,134.09,2023-03-11
357594,10114,E500,13,81.97,2023-03-30
171947,10005,G700,9,143.18,2023-03-15
379003,10076,C300,10,63.06,2023-06-17
119782,10003,G700,6,83.58,2023-06-27
328071,10105,D400,4,40.79,2023-03-08
399564,10171,C300,10,146.05,2023-09-11
712257,10086,A100,16,33.02,2023-06-15
345160,10043,B200,9,115.68,2023-03-28
541759,10106,E500,18,8.39,2023-02-02
566152,10080,A100,14,146.01,2023-07-13
836854,10025,E500,5,61.58,2023-04-06
870097,10246,G700,10,108.54,2023-05-15
425203,10104,F600,13,9.01,2023-03-30
356508,10113,C300,4,94.69,2023-04-02
588455,10095,G700,5,100.55,2023-12-08
437369,10106,G700,1,49.71,2023-08-13
408479,10132,G700,19,91.27,2023-09-04
471923,10223,B200,14,138.96,2023-08-13
886667,10177,A100,16,71.92,2023-12-04
790038,10240,C300,9,140.59,2023-01-22
540280,10164,D400,15,65.46,2023-05-10
561370,10061,B200,13,137.77,2023-12-01
237854,10104,C300,1,123.78,2023-05-27
142727,10107,D400,10,77.74,2023-10-08
164772,10134,A100,17,32.03,2023-01-24
346301,10198,D400,12,147.55,2023-01-02
170268,10012,E500,3,24.94,2023-11-23
588195,10161,D400,7,71.04,2023-03-24
854471,10009,B200,3,97.12,2023-02-05
662926,10111,D400,16,36.93,2023-04-27
817221,10211,B200,17,19.69,2023-09-23
357134,10045,F600,3,57.92,2023-04-26
880722,10187,G700,1,56.7,2023-08-14
567016,10213,D400,17,51.98,2023-04-10
990123,10153,C300,19,6.13,2023-03-07
446699,10053,A100,4,116.47,2023-01-11
743534,10063,C300,15,90.29,2023-04-08
712210,10209,E500,5,60.43,2023-01-22
844149,10247,D400,10,95.93,2023-03-06
145475,10178,A100,5,147.43,2023-07-26
445744,10196,E500,6,98.66,2023-10-02
560829,10066,B200,18,118.49,2023-05-11
203892,10076,A100,7,112.84,2023-05-14
156396,10109,C300,16,91.3,2023-05-29
316823,10059,A100,1,71.86,2023-09-23
158219,10195,B200,9,58.42,2023-12-19
465898,10227,D400,19,13.04,2023-07-18
831672,10156,A100,9,131.86,2023-03-11
372933,10046,E500,2,6.46,2023-04-10
692344,10028,E500,10,71.95,2023-07-29
759792,10182,D400,14,111.47,2023-09-21
911804,10232,B200,15,49.93,2023-11-18
724913,10184,E500,7,115.98,2023-11-18
554151,10228,G700,2,13.17,2023-07-25
441524,10135,A100,16,71.46,2023-10-09
274037,10174,B200,16,113.33,2023-09-02
619089,10127,F600,5,17.17,2023-08-16
899180,10085,E500,1,133.9,2023-03-25
679205,10227,B200,8,139.92,2023-01-24
442022,10032,G700,5,91.39,2023-02-10
536607,10210,F600,9,87.35,2023-01-28
161753,10173,E500,15,31.13,2023-10-11
928569,10235,E500,7,38.92,2023-01-05
559297,10065,G700,15,117.44,2023-07-28
496981,10224,E500,5,141.58,2023-08-09
778173,10245,F600,17,22.33,2023-03-30
239784,10024,B200,2,135.51,2023-08-22
440401,10069,C300,11,108.78,2023-09-15
330881,10119,G700,7,39.85,2023-06-01
426818,10212,C300,14,136.31,2023-08-20
612656,10077,D400,9,135.81,2023-01-15
319780,10170,B200,12,12.3,2023-02-13
576545,10134,A100,15,106.05,2023-08-19
202974,10176,E500,10,91.12,2023-05-25
332931,10155,B200,2,74.0,2023-02-19
467003,10213,D400,17,117.95,2023-04-29
886958,10190,D400,12,13.55,2023-03-27
732585,10163,B200,8,78.15,2023-08-01
715036,10181,D400,7,7.06,2023-10-04
778960,10209,D400,15,30.96,2023-09-06
196058,10215,E500,14,136.11,2023-10-25
426284,10127,E500,5,123.26,2023-08-22
782265,10064,E500,10,97.64,2023-01-24
966220,10131,A100,1,68.85,2023-12-25
731172,10048,C300,12,62.52,2023-03-20
408974,10078,G700,2,43.82,2023-11-13
725043,10004,C300,13,133.85,2023-08-08
894824,10116,G700,11,70.6,2023-04-16
947214,10003,C300,1,97.53,2023-09-23
831576,10052,B200,9,15.51,2023-09-22
739872,10074,A100,3,119.18,2023-03-20
159778,10060,E500,5,123.07,2023-12-03
486328,10144,A100,9,1.81,2023-06-04
996048,10199,D400,2,106.67,2023-06-10
570949,10067,E500,2,88.09,2023-05-23
397542,10026,C300,19,149.0,2023-11-22
622820,10130,D400,11,98.61,2023-07-23
552082,10137,D400,4,111.96,2023-05-06
287771,10056,E500,15,58.4,2023-09-16
450373,10243,F600,17,137.58,2023-05-26
187498,10245,D400,2,71.59,2023-12-18
860084,10241,G700,5,76.34,2023-01-05
222883,10246,C300,6,75.56,2023-11-08
587689,10185,D400,7,24.16,2023-01-26
778936,10107,D400,12,61.09,2023-09-12
407680,10180,G700,6,16.18,2023-01-17
362307,10084,D400,12,149.84,2023-08-08
730532,10159,D400,17,77.82,2023-01-09
482688,10184,C300,18,62.93,2023-08-02
593057,10034,F600,8,90.86,2023-09-18
604471,10114,E500,9,104.03,2023-02-04
268600,10244,G700,6,117.85,2023-04-22
245788,10148,B200,11,86.04,2023-03-11
275993,10100,E500,3,23.56,2023-08-26
865820,10249,C300,9,20.05,2023-10-22
710514,10177,B200,9,34.61,2023-05-17
791958,10222,A100,6,50.9,2023-08-14
784688,10023,C300,15,123.33,2023-10-17
258823,10015,G700,10,80.11,2023-11-14
226457,10049,A100,12,14.95,2023-01-31
976906,10228,C300,12,90.23,2023-02-27
753583,10090,E500,14,61.78,2023-01-12
495065,10134,D400,12,92.33,2023-01-09
938761,10102,B200,13,73.76,2023-11-05
667376,10140,E500,8,21.58,2023-03-28
696860,10244,A100,19,45.82,2023-08-23
642777,10004,A100,10,73.87,2023-12-19
402523,10087,C300,7,75.25,2023-01-28
861379,10129,A100,3,67.62,2023-07-05
123387,10233,C300,9,7.09,2023-12-25
307383,10184,G700,1,72.18,2023-08-06
749150,10231,E500,11,95.0,2023-02-21
180102,10192,E500,1,37.47,2023-08-22
443912,10175,E500,6,147.74,2023-03-29
496456,10226,E500,13,129.87,2023-03-06
583455,10147,D400,15,96.43,2023-07-25
825512,10245,G700,18,59.95,2023-04-30
901115,10120,A100,5,141.84,2023-08-21
627340,10164,F600,11,3.88,2023-08-06
109637,10173,D400,18,117.46,2023-02-16
278352,10096,C300,6,92.16,2023-12-09
229887,10223,A100,12,113.44,2023-02-18
969360,10039,B200,17,54.76,2023-01-29
516441,10119,E500,4,75.94,2023-09-24
987395,10027,E500,16,19.91,2023-05-13
348815,10178,E500,5,80.89,2023-05-02
472078,10201,B200,8,87.92,2023-03-07
371400,10057,B200,9,11.05,2023-01-08
220263,10065,B200,18,33.37,2023-12-02
650222,10032,C300,7,68.93,2023-07-27
158123,10028,D400,7,32.16,2023-02-23
907733,10216,E500,8,54.1,2023-12-06
396794,10075,A100,12,37.83,2023-04-12
297478,10101,E500,13,58.38,2023-07-06
503551,10015,D400,5,64.44,2023-08-05
480634,10205,G700,5,12.81,2023-03-02
280448,10229,C300,14,127.9,2023-09-28
377648,10173,F600,16,122.85,2023-03-04
581799,10175,E500,12,43.49,2023-06-28
477844,10209,E500,13,112.71,2023-04-29
170934,10015,E500,9,145.39,2023-07-20
713812,10006,C300,8,14.93,2023-07-08
572779,10073,D400,3,3.65,2023-08-15
675278,10203,E500,2,21.14,2023-10-26
781652,10036,C300,16,28.93,2023-09-07
795532,10027,B200,11,67.59,2023-06-22
687189,10228,D400,9,143.21,2023-04-04
397698,10111,C300,12,47.21,2023-08-18
822927,10140,F600,19,78.34,2023-12-02
664660,10139,F600,6,90.12,2023-04-28
317516,10052,B200,14,54.71,2023-04-06
793312,10205,E500,7,102.5,2023-08-19
371265,10192,E500,7,123.59,2023-10-28
191288,10242,F600,14,143.1,2023-02-27
799476,10231,D400,4,107.53,2023-06-27
652226,10077,D400,2,80.86,2023-09-05
430763,10158,E500,19,75.28,2023-08-10
327645,10038,G700,7,140.42,2023-02-20
998254,10082,B200,6,11.93,2023-04-07
599499,10249,F600,5,64.62,2023-02-12
222118,10062,B200,10,64.02,2023-08-01
556292,10207,A100,5,11.75,2023-09-11
460215,10109,E500,7,46.32,2023-08-20
953392,10087,A100,1,38.01,2023-05-21
514299,10086,B200,19,106.29,2023-08-05
151745,10006,E500,9,35.62,2023-06-26
589709,10082,F600,5,119.77,2023-05-16
967055,10077,G700,7,66.83,2023-10-29
581680,10164,D400,7,10.86,2023-02-12
395767,10093,G700,17,105.71,2023-08-28
503119,10140,D400,11,4.74,2023-06-01
494768,10183,G700,5,62.32,2023-01-05
838345,10016,C300,11,149.64,2023-08-15
291962,10146,E500,7,49.56,2023-03-10
268112,10248,G700,2,90.82,2023-10-11
469040,10157,D400,8,7.5,2023-06-18
600315,10074,D400,17,16.07,2023-04-22
319724,10076,C300,15,20.93,2023-11-06
121253,10028,E500,14,6.22,2023-03-20
395599,10188,E500,15,3.87,2023-02-04
682092,10103,A100,17,30.77,2023-10-24
846055,10114,B200,16,11.01,2023-03-19
688316,10034,A100,15,65.33,2023-03-17
167260,10160,F600,5,50.55,2023-01-23
277597,10022,B200,19,15.58,2023-10-28
541503,10155,D400,17,20.92,2023-02-06
675581,10223,A100,19,17.55,2023-03-12
196143,10127,E500,15,132.79,2023-12-05
923851,10043,B200,4,62.63,2023-01-09
882119,10008,B200,1,128.52,2023-09-03
575278,10137,G700,11,112.19,2023-11-30
565483,10161,C300,18,24.32,2023-02-19
111094,10053,E500,8,44.01,2023-02-12
163972,10129,E500,13,140.78,2023-07-25
283734,10001,B200,1,123.33,2023-08-14
351492,10106,B200,10,81.05,2023-08-22
729085,10053,B200,13,107.48,2023-01-28
651216,10091,A100,5,26.68,2023-01-06
897135,10149,E500,7,101.72,2023-05-10
513083,10097,B200,11,104.18,2023-06-10
247735,10133,E500,6,6.91,2023-03-18
291303,10152,C300,15,48.51,2023-09-07
571797,10200,B200,3,139.5,2023-12-26
220356,10069,A100,14,12.36,2023-05-19
607403,10144,A100,16,60.26,2023-11-08
554598,10199,E500,8,30.38,2023-09-20
575584,10212,D400,9,51.33,2023-12-07
688595,10037,G700,9,106.97,2023-12-24
680118,10213,C300,8,83.98,2023-09-10
394499,10103,E500,3,1.82,2023-03-02
268484,10245,B200,16,119.31,2023-02-27
264074,10098,A100,6,29.0,2023-09-26
275203,10171,D400,10,142.99,2023-03-23
296292,10244,G700,17,77.22,2023-09-10
447739,10127,E500,10,117.77,2023-03-11
505804,10050,A100,17,84.47,2023-08-04
537940,10182,D400,9,108.25,2023-03-06
228391,10224,F600,14,32.66,2023-11-21
811567,10128,F600,13,96.23,2023-01-05
397584,10166,A100,1,70.42,2023-10-13
698135,10011,B200,11,43.53,2023-12-22
881738,10184,B200,19,127.22,2023-01-29
514600,10216,B200,11,58.34,2023-02-24
323034,10200,D400,17,110.4,2023-08-25
724141,10087,A100,5,17.83,2023-12-23
727769,10177,G700,7,91.12,2023-06-02
756449,10013,F600,14,94.88,2023-10-25
296416,10014,D400,5,75.45,2023-09-23
350869,10166,F600,8,91.77,2023-04-26
526488,10100,B200,7,5.68,2023-09-23
880277,10041,D400,14,131.79,2023-05-05
602367,10033,B200,15,128.26,2023-03-23
660696,10080,C300,17,37.48,2023-12-01
264404,10045,E500,2,40.88,2023-09-07
686165,10045,G700,19,142.88,2023-10-07
790546,10032,B200,16,63.89,2023-03-28
735775,10018,A100,18,59.75,2023-12-19
713474,10216,G700,1,149.31,2023-08-01
966164,10072,E500,19,135.28,2023-06-05
258338,10105,B200,9,119.92,2023-12-30
424703,10212,B200,5,106.98,2023-03-12
757917,10100,C300,17,144.37,2023-11-07
374597,10011,G700,5,42.28,2023-11-13
466577,10223,G700,16,126.59,2023-09-15
256104,10072,A100,17,64.7,2023-01-08
889177,10084,G700,18,12.94,2023-11-15
924945,10226,A100,11,120.68,2023-11-08
403630,10002,C300,3,73.63,2023-07-02
222232,10000,B200,8,27.99,2023-04-17
152949,10086,A100,1,129.81,2023-07-19
399648,10016,G700,11,33.09,2023-01-15
128328,10167,B200,9,140.95,2023-10-04
847512,10129,E500,12,141.53,2023-08-13
412250,10079,F600,2,31.07,2023-09-02
743703,10157,D400,10,35.94,2023-07-30
666088,10172,C300,19,124.27,2023-03-25
298137,10088,G700,2,27.37,2023-10-15
622244,10165,G700,16,148.29,2023-09-17
840874,10099,G700,19,69.73,2023-09-20
194913,10081,A100,2,125.91,2023-03-08
577742,10126,B200,1,131.86,2023-02-05
346331,10192,D400,11,105.48,2023-08-28
212492,10086,C300,7,18.91,2023-11-10
578705,10220,G700,9,143.78,2023-11-21
562894,10188,A100,1,119.89,2023-10-24
944573,10106,D400,1,73.09,2023-02-25
818315,10076,F600,11,111.64,2023-11-27
625303,10221,E500,14,61.74,2023-11-24
515192,10130,D400,4,35.74,2023-09-05
598863,10028,G700,11,100.96,2023-08-28
345546,10104,F600,16,146.76,2023-06-09
381411,10205,C300,13,31.14,2023-11-19
260381,10041,B200,10,25.95,2023-01-07
474226,10075,F600,9,70.4,2023-06-04
585001,10051,D400,11,123.61,2023-04-24
473632,10054,F600,19,80.65,2023-09-05
352791,10210,B200,19,62.1,2023-08-15
183793,10170,B200,13,98.86,2023-11-01
748074,10127,C300,12,47.71,2023-08-25
426916,10000,B200,12,140.12,2023-05-23
604999,10014,E500,6,122.58,2023-01-17
640023,10171,A100,12,55.62,2023-02-01
561691,10146,G700,3,90.29,2023-12-14
937566,10173,C300,19,81.1,2023-09-19
707086,10166,E500,18,34.12,2023-03-30
937831,10155,C300,15,43.73,2023-08-04
893392,10042,E500,5,65.36,2023-05-21
302283,10206,D400,11,72.65,2023-07-20
683029,10102,G700,11,32.62,2023-10-02
980412,10183,C300,7,77.46,2023-08-03
205570,10235,C300,12,128.45,2023-08-05
578977,10214,B200,17,29.29,2023-04-17
936309,10123,D400,17,28.06,2023-07-03
184082,10030,A100,11,99.68,2023-11-21
483152,10193,E500,16,6.66,2023-03-22
771155,10178,D400,17,79.75,2023-04-04
278838,10021,D400,19,58.92,2023-05-09
512755,10140,G700,16,66.09,2023-04-02
304451,10113,A100,3,62.61,2023-04-14
289921,10168,D400,6,84.14,2023-10-05
169519,10072,D400,12,36.71,2023-11-12
306717,10122,G700,12,128.74,2023-11-20
364803,10074,F600,16,112.18,2023-06-11
554589,10175,D400,3,39.82,2023-12-09
844699,10209,A100,7,83.02,2023-10-09
448688,10004,A100,15,104.75,2023-01-22
880427,10022,B200,8,48.68,2023-05-20
779181,10144,E500,7,9.88,2023-07-06
163610,10025,G700,2,25.68,2023-05-14
669027,10085,C300,1,118.23,2023-09-04
425800,10141,E500,3,4.92,2023-08-18
698493,10224,D400,18,46.78,2023-08-10
151272,10158,B200,13,77.84,2023-04-26
304923,10119,C300,4,1.55,2023-05-19
552891,10111,G700,15,34.27,2023-11-22
790607,10108,G700,3,30.15,2023-05-15
189846,10043,D400,5,71.75,2023-08-03
558365,10081,G700,4,45.8,2023-12-08
476896,10134,F600,13,40.79,2023-07-26
279001,10066,D400,9,63.01,2023-01-26
433260,10004,B200,2,137.56,2023-07-11
879533,10081,B200,5,48.23,2023-08-30
915907,10116,A100,12,80.71,2023-09-08
381570,10136,F600,4,131.3,2023-07-15
402186,10078,D400,5,83.32,2023-12-25
865418,10232,A100,11,53.41,2023-02-13
444894,10034,G700,14,67.49,2023-10-16
795385,10180,E500,16,146.92,2023-02-17
943441,10138,D400,16,124.12,2023-04-24
998488,10245,D400,4,86.91,2023-08-05
544975,10232,B200,16,140.9,2023-07-27
387623,10139,F600,1,52.68,2023-01-07
787409,10007,F600,6,10.49,2023-07-16
317314,10205,G700,6,20.78,2023-02-03
743340,10068,G700,1,147.89,2023-01-25
385205,10074,D400,7,117.33,2023-03-17
757456,10202,D400,5,55.48,2023-10-06
887019,10092,E500,15,145.86,2023-04-25
212701,10120,C300,8,109.17,2023-12-26
771088,10141,D400,12,113.94,2023-06-04
303117,10237,B200,15,34.79,2023-08-22
872997,10096,C300,1,111.72,2023-04-30
418277,10030,B200,15,42.39,2023-12-03
578336,10119,D400,2,83.22,2023-11-14
364395,10149,D400,14,20.3,2023-05-29
488422,10141,G700,15,58.42,2023-01-21
882397,10081,C300,7,24.91,2023-08-19
186188,10224,A100,14,139.43,2023-08-22
587510,10188,F600,9,34.48,2023-08-26
174553,10203,B200,1,110.26,2023-03-24
971877,10228,G700,13,13.49,2023-01-29
104809,10007,E500,19,89.93,2023-07-08
296521,10132,B200,12,122.69,2023-09-01
336187,10210,A100,14,27.68,2023-01-11
724712,10125,B200,11,40.38,2023-05-24
855600,10207,B200,18,9.84,2023-05-09
224591,10108,G700,15,39.02,2023-05-26
888443,10152,B200,9,139.3,2023-12-27
555102,10112,D400,1,133.76,2023-11-29
308524,10071,B200,5,12.33,2023-12-23
868613,10069,E500,7,68.42,2023-06-13
757941,10101,C300,10,97.19,2023-08-19
752184,10205,F600,6,62.14,2023-04-04
462644,10063,A100,6,81.68,2023-05-07
729661,10027,C300,19,120.72,2023-09-07
541758,10143,D400,16,40.61,2023-05-05
971149,10199,E500,16,9.93,2023-11-20
134594,10069,D400,16,45.58,2023-10-24
839290,10217,D400,9,143.92,2023-02-14
249503,10054,B200,15,96.16,2023-10-10
745976,10172,B200,11,93.51,2023-09-01
701799,10187,D400,12,127.48,2023-11-29
265937,10136,G700,4,148.95,2023-03-24
542846,10201,B200,19,121.02,2023-03-20
583410,10045,C300,4,137.82,2023-07-19
280427,10212,E500,9,131.82,2023-03-14
232311,10068,G700,15,55.87,2023-12-30
802495,10171,D400,13,76.39,2023-06-24
821755,10029,A100,5,123.84,2023-10-16
228389,10203,B200,3,19.01,2023-06-19
563406,10092,F600,14,51.65,2023-02-11
161476,10223,A100,1,26.42,2023-10-15
901881,10125,G700,9,102.63,2023-08-06
363328,10244,A100,19,106.86,2023-06-25
932325,10040,A100,12,47.21,2023-08-23
596283,10045,A100,16,105.04,2023-04-17
645096,10233,G700,4,78.82,2023-10-15
915943,10047,C300,17,52.21,2023-04-28
605629,10099,E500,6,16.09,2023-10-14
485944,10239,E500,1,46.8,2023-06-22
431868,10158,F600,15,4.66,2023-06-09
730212,10167,E500,15,69.75,2023-07-23
639812,10130,B200,1,42.44,2023-09-02
559822,10082,C300,9,29.04,2023-03-12
656371,10015,A100,2,87.18,2023-03-06
206081,10025,G700,1,16.87,2023-12-05
839804,10017,D400,5,122.71,2023-12-05
313567,10043,F600,4,79.83,2023-10-19
109435,10058,F600,16,72.55,2023-09-29
762143,10200,E500,13,97.1,2023-09-01
896883,10037,A100,3,104.07,2023-03-23
285194,10158,D400,8,107.44,2023-06-11
842729,10009,A100,15,38.41,2023-11-01
903940,10172,F600,13,22.47,2023-05-23
823776,10032,F600,17,56.65,2023-05-22
327286,10025,E500,6,84.72,2023-05-20
637198,10208,G700,4,30.02,2023-02-12
190009,10147,G700,13,54.51,2023-12-03
851102,10248,B200,15,67.78,2023-01-14
543324,10239,F600,8,90.8,2023-09-25
539953,10134,A100,16,80.5,2023-04-02
575595,10069,B200,3,93.52,2023-08-15
283683,10189,F600,5,68.07,2023-03-13
735232,10037,G700,2,96.82,2023-01-12
403806,10064,C300,11,27.24,2023-03-23
225355,10233,C300,14,29.98,2023-03-09
743552,10113,A100,15,107.21,2023-07-14
653663,10044,C300,18,125.88,2023-07-15
839945,10130,G700,19,23.94,2023-05-24
917711,10007,E500,9,33.8,2023-07-24
548625,10219,B200,15,57.58,2023-03-25
472013,10164,A100,9,120.41,2023-07-03
660881,10168,B200,2,86.58,2023-06-12
557373,10130,C300,3,39.74,2023-03-11
881474,10037,A100,17,104.82,2023-09-21
216547,10245,D400,9,72.59,2023-05-17
675762,10064,C300,8,117.27,2023-07-14
147837,10199,E500,6,149.76,2023-10-21
733065,10112,A100,13,67.81,2023-07-28
614933,10109,F600,16,83.51,2023-10-27
642445,10046,F600,4,89.29,2023-11-11
735719,10019,E500,6,32.27,2023-06-15
502662,10180,C300,3,95.31,2023-09-24
667344,10216,F600,14,114.95,2023-01-10
369045,10014,G700,1,103.14,2023-06-02
862092,10192,E500,13,95.1,2023-01-27
237815,10174,C300,13,110.97,2023-11-03
257661,10052,E500,16,76.22,2023-07-01
441815,10107,D400,19,116.48,2023-05-25
408987,10247,F600,12,50.18,2023-06-12
606961,10100,A100,4,62.12,2023-08-03
907015,10068,C300,14,26.63,2023-09-21
880741,10145,B200,4,67.53,2023-07-24
103191,10036,D400,8,19.71,2023-03-10
834172,10055,E500,3,9.6,2023-11-28
770798,10020,F600,6,13.34,2023-11-02
668651,10174,F600,17,68.2,2023-09-13
212935,10013,A100,15,32.33,2023-05-01
719328,10200,A100,15,32.86,2023-05-21
964141,10078,G700,8,35.59,2023-12-23
867976,10230,A100,17,82.57,2023-02-05
289089,10225,E500,12,54.09,2023-08-25
880445,10031,B200,2,105.9,2023-07-01
151001,10184,F600,15,9.4,2023-03-10
303305,10249,C300,11,33.68,2023-03-30
172095,10210,B200,12,14.83,2023-11-22
791757,10056,D400,19,85.85,2023-05-11
692016,10159,C300,6,62.28,2023-03-09
923651,10140,F600,3,39.58,2023-09-28
777114,10239,E500,18,98.61,2023-01-12
776296,10240,B200,15,12.62,2023-08-07
229473,10053,E500,5,91.73,2023-08-04
572697,10074,C300,12,127.17,2023-12-29
207096,10105,D400,16,20.75,2023-07-25
723982,10153,C300,4,105.51,2023-04-06
566995,10038,F600,6,53.24,2023-12-12
813391,10094,D400,3,40.03,2023-12-14
225354,10214,F600,1,17.57,2023-10-28
105730,10199,B200,13,55.21,2023-09-04
143642,10123,F600,12,36.1,2023-07-05
749991,10198,G700,1,123.37,2023-11-30
422710,10134,G700,13,136.83,2023-06-08
798292,10106,F600,18,122.95,2023-05-26
